road,osm_class,segments,lanes,speed_kmh,transit,commercial,score,category,confidence
Rue du Simplon,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Tour,residential,2,1,30,False,True,10.0,Low,medium
Rue Legrand,residential,1,1,30,False,True,10.0,Low,medium
Rue Raffin,residential,1,1,30,False,True,10.0,Low,medium
Rue Raymond Fassin,residential,1,1,30,False,True,10.0,Low,medium
Place Francis Poulenc,residential,1,1,30,False,True,10.0,Low,medium
Rue Sainte-Foy,residential,1,1,30,False,True,10.0,Low,medium
Rue Perrault,residential,3,1,30,False,True,10.0,Low,medium
Rue de Fontarabie,residential,1,1,30,False,True,10.0,Low,medium
Avenue David Weill,residential,4,1,30,False,True,10.0,Low,high
Impasse David Weill,residential,1,1,30,False,True,10.0,Low,medium
Rue des Cendriers,residential,1,1,30,False,True,10.0,Low,medium
Impasse Tourneux,residential,1,1,30,False,True,10.0,Low,medium
Passage du Trône,residential,1,1,30,False,True,10.0,Low,medium
Rue Ponscarme,residential,1,1,30,False,True,10.0,Low,medium
Rue Duperré,residential,1,1,30,False,True,10.0,Low,medium
Cité Pigalle,residential,1,1,30,False,True,10.0,Low,low
Square Trudaine,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean-Baptiste Say,residential,1,1,30,False,True,10.0,Low,medium
Rue Déodat de Séverac,residential,1,1,30,False,True,10.0,Low,medium
Impasse Léger,residential,1,1,30,False,True,10.0,Low,medium
Passage Cardinet,residential,1,1,30,False,True,10.0,Low,medium
Square Fernand de La Tombelle,residential,1,1,30,False,True,10.0,Low,medium
Rue Saint-Vincent,residential,2,1,30,False,True,10.0,Low,medium
Avenue Émile et Armand Massard,residential,1,1,30,False,True,10.0,Low,high
Avenue Brunetière,residential,2,1,30,False,True,10.0,Low,medium
Rue Parfait Jans,residential,1,1,30,False,True,10.0,Low,low
Rue de Saint-Marceaux,residential,1,1,30,False,True,10.0,Low,medium
Boulevard de Douaumont,residential,1,1,30,False,True,10.0,Low,medium
Rue Stéphane Grappelli,residential,2,1,30,False,True,10.0,Low,medium
Square de Tocqueville,residential,1,1,30,False,True,10.0,Low,low
Cité de Pusy,residential,1,1,30,False,True,10.0,Low,medium
Rue Christine de Pisan,residential,3,1,30,False,True,10.0,Low,medium
Rue de la Crèche,residential,3,1,30,False,True,10.0,Low,low
Rue Lemercier,residential,2,1,30,False,True,10.0,Low,medium
Rue Falconet,residential,1,1,30,False,True,10.0,Low,medium
Rue Guénot,residential,1,1,30,False,True,10.0,Low,medium
Passage Cottin,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Artois,residential,3,1,30,False,True,10.0,Low,medium
Rue Saint-Philippe du Roule,residential,1,1,30,False,True,10.0,Low,medium
Rue Vignon,residential,1,1,30,False,True,10.0,Low,medium
Rue Pillet Will,residential,1,1,30,False,True,10.0,Low,medium
Rue Curnonsky,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Grenade,residential,5,1,30,False,True,10.0,Low,medium
Rue du Progrès,residential,1,1,30,False,True,10.0,Low,medium
Rue du Noyer-Durand,residential,1,1,30,False,True,10.0,Low,medium
Cité de l'Ermitage,residential,1,1,30,False,True,10.0,Low,medium
Rue Livingstone,residential,1,1,30,False,True,10.0,Low,medium
Rue Monjol,residential,1,1,30,False,True,10.0,Low,medium
Rue Barrelet de Ricou,residential,1,1,30,False,True,10.0,Low,medium
Rue Henri Turot,residential,1,1,30,False,True,10.0,Low,medium
Cité Lepage,residential,1,1,30,False,True,10.0,Low,medium
Passage de la Brie,residential,1,1,30,False,True,10.0,Low,medium
Cité d'Hauteville,residential,3,1,30,False,True,10.0,Low,medium
Rue du Transvaal,residential,3,1,30,False,True,10.0,Low,medium
Rue Sainte-Apolline,residential,2,1,30,False,True,10.0,Low,medium
Rue de Cléry,residential,2,1,30,False,True,10.0,Low,medium
Rue de Mulhouse,residential,1,1,30,False,True,10.0,Low,medium
Rue du Commandant Lamy,residential,2,1,30,False,True,10.0,Low,medium
Passage de la Main d'Or,residential,1,1,30,False,True,10.0,Low,medium
Rue Charrière,residential,1,1,30,False,True,10.0,Low,medium
Rue Pelée,residential,1,1,30,False,True,10.0,Low,medium
Rue des Colonnes,residential,2,1,30,False,True,10.0,Low,medium
Rue d'Alexandrie,residential,1,1,30,False,True,10.0,Low,medium
Rue Paul-Henri Grauwin,residential,1,1,30,False,True,10.0,Low,high
Rue Blondel,residential,1,1,30,False,True,10.0,Low,medium
Rue Maurice Grandcoing,residential,1,1,30,False,True,10.0,Low,medium
Rue Eugénie Legrand,residential,1,1,30,False,True,10.0,Low,medium
Cité Industrielle,residential,1,1,30,False,True,10.0,Low,medium
Rue Mirabeau,residential,3,1,30,False,True,10.0,Low,medium
Rue Volta,residential,4,1,30,False,True,10.0,Low,medium
Impasse de la Planchette,residential,1,1,30,False,True,10.0,Low,medium
Cité Souzy,residential,1,1,30,False,True,10.0,Low,medium
Rue du Lunain,residential,1,1,30,False,True,10.0,Low,medium
Rue Jules Ferry,residential,1,1,30,False,True,10.0,Low,medium
Rue Bizet,residential,1,1,30,False,True,10.0,Low,low
Rue Albert Meunier,residential,1,1,30,False,True,10.0,Low,high
Rue de Thiberville,residential,1,1,30,False,True,10.0,Low,low
Rue du Docteur Ténine,residential,1,1,30,False,True,10.0,Low,low
Rue de l'Armée d'Orient,residential,1,1,30,False,True,10.0,Low,medium
Cité Hermel,residential,1,1,30,False,True,10.0,Low,medium
Rue Marsollier,residential,1,1,30,False,True,10.0,Low,medium
Villa Riberolle,residential,2,1,30,False,True,10.0,Low,high
Rue des Annelets,residential,1,1,30,False,True,10.0,Low,medium
Cité de Magenta,residential,1,1,30,False,True,10.0,Low,medium
Rue Juillet,residential,1,1,30,False,True,10.0,Low,medium
Rue du Docteur Victor Hutinel,residential,2,1,30,False,True,10.0,Low,medium
Rue Primo Levi,residential,2,1,30,False,True,10.0,Low,medium
Impasse Franchemont,residential,1,1,30,False,True,10.0,Low,medium
Rue Gauthey,residential,2,1,30,False,True,10.0,Low,medium
Rue des Solitaires,residential,1,1,30,False,True,10.0,Low,medium
Rue Darmesteter,residential,1,1,30,False,True,10.0,Low,medium
Rue Paul Lelong,residential,1,1,30,False,True,10.0,Low,medium
Rue Charlot,residential,2,1,30,False,True,10.0,Low,medium
Impasse du Bureau,residential,1,1,30,False,True,10.0,Low,medium
Rue Gomboust,residential,1,1,30,False,True,10.0,Low,medium
Passage du Buisson Saint-Louis,residential,4,1,30,False,True,10.0,Low,medium
Cité Jandelle,residential,2,1,30,False,True,10.0,Low,medium
Rue Pétion,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Aligre,residential,1,1,30,False,True,10.0,Low,medium
Rue Bénard,residential,2,1,30,False,True,10.0,Low,medium
Impasse Saint-Sébastien,residential,1,1,30,False,True,10.0,Low,medium
Rue du Théâtre,residential,1,1,30,False,True,10.0,Low,medium
Rue Nicolet,residential,1,1,30,False,True,10.0,Low,medium
Rue Lambert,residential,3,1,30,False,True,10.0,Low,medium
Rue Azaïs,residential,1,1,30,False,True,10.0,Low,medium
Rue Duc,residential,1,1,30,False,True,10.0,Low,medium
Rue Boucry,residential,1,1,30,False,True,10.0,Low,medium
Rue des Rondonneaux,residential,1,1,30,False,True,10.0,Low,medium
Rue du Soleil,residential,2,1,30,False,True,10.0,Low,medium
Rue du Cambodge,residential,1,1,30,False,True,10.0,Low,medium
Rue Godefroy,residential,1,1,30,False,True,10.0,Low,medium
Rue Robert Planquette,residential,1,1,30,False,True,10.0,Low,medium
Place Charles Dullin,residential,1,1,30,False,True,10.0,Low,medium
Rue de Tombouctou,residential,1,1,30,False,True,10.0,Low,medium
Rue Ambroise Paré,residential,2,1,30,False,True,10.0,Low,medium
Passage des Abbesses,residential,2,1,30,False,True,10.0,Low,medium
Rue Émile Lepeu,residential,1,1,30,False,True,10.0,Low,medium
Rue Sylvine Candas,residential,2,1,30,False,True,10.0,Low,medium
Cité Nollez,residential,1,1,30,False,True,10.0,Low,medium
Rue Legouvé,residential,2,1,30,False,True,10.0,Low,medium
Passage des Marais,residential,4,1,30,False,True,10.0,Low,medium
Impasse de Châtillon,residential,1,1,30,False,True,10.0,Low,low
Rue des Sept Arpents,residential,3,1,30,False,True,10.0,Low,medium
Rue Sthrau,residential,1,1,30,False,True,10.0,Low,medium
Impasse des Arts,residential,1,1,15,False,True,10.0,Low,medium
Impasse Chanvin,residential,1,1,30,False,True,10.0,Low,low
Rue Pablo Neruda,residential,2,1,30,False,True,10.0,Low,low
Rue Emmery,residential,1,1,30,False,True,10.0,Low,medium
Rue Henri Kleynhoff,residential,2,1,30,False,True,10.0,Low,medium
Rue Maryse Bastié,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean-Sébastien Bach,residential,4,1,30,False,True,10.0,Low,medium
Rue Marie Benoist,residential,1,1,30,False,True,10.0,Low,medium
Rue Nobel,residential,2,1,30,False,True,10.0,Low,medium
Rue Préault,residential,1,1,30,False,True,10.0,Low,medium
Rue Paul Laurent,residential,1,1,30,False,True,10.0,Low,medium
Rue des Bluets,residential,2,1,30,False,True,10.0,Low,medium
Square Jules Guesde,residential,1,1,30,False,True,10.0,Low,low
Rue Jean Poulmarch,residential,2,1,30,False,True,10.0,Low,medium
Rue de la Madone,residential,2,1,30,False,True,10.0,Low,medium
Rue du Cardinal Guibert,residential,1,1,30,False,True,10.0,Low,medium
Rue du Buisson Saint-Louis,residential,2,1,30,False,True,10.0,Low,medium
Cité Fénelon,residential,1,1,30,False,True,10.0,Low,medium
Passage du Chemin Vert,residential,1,1,30,False,True,10.0,Low,medium
Villa Mallebay,residential,1,1,30,False,True,10.0,Low,low
Villa Rabelais,residential,1,1,30,False,True,10.0,Low,low
Impasse du Marché aux Chevaux,residential,1,1,30,False,True,10.0,Low,medium
Rue Édouard Manet,residential,1,1,30,False,True,10.0,Low,medium
Rue de Terre-Neuve,residential,1,1,30,False,True,10.0,Low,medium
Rue Pernelle,residential,2,1,30,False,True,10.0,Low,medium
Rue de Palestro,residential,3,1,30,False,True,10.0,Low,medium
Square La Bruyère,residential,1,1,30,False,True,10.0,Low,low
Rue Sainte-Léonie,residential,1,1,30,False,True,10.0,Low,low
Rue Marguerite Moret,residential,1,1,30,False,True,10.0,Low,medium
Place d'Anvers,residential,2,1,30,False,True,10.0,Low,medium
Rue de la Bonne,residential,1,1,30,False,True,10.0,Low,medium
Rue Letort,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Victoire,residential,1,1,30,False,True,10.0,Low,medium
Rue Buffault,residential,2,1,30,False,True,10.0,Low,medium
Place Edwige Feuillère,residential,2,1,30,False,True,10.0,Low,medium
Rue de l'Abbé Patureau,residential,1,1,30,False,True,10.0,Low,medium
Villa des Fleurs,residential,1,1,30,False,True,10.0,Low,medium
Villa Joséphine,residential,1,1,30,False,True,10.0,Low,medium
Villa Bossuet,residential,1,1,30,False,True,10.0,Low,medium
Rue Foubert,residential,1,1,30,False,True,10.0,Low,low
Rue de Harlay,residential,1,1,30,False,True,10.0,Low,medium
Rue des Deux Boules,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean Lantier,residential,2,1,30,False,True,10.0,Low,medium
Rue Édouard Colonne,residential,1,1,30,False,True,10.0,Low,medium
Rue des Orfèvres,residential,1,1,30,False,True,10.0,Low,medium
Rue des Lavandières Sainte-Opportune,residential,5,1,30,False,True,10.0,Low,medium
Rue Adolphe Adam,residential,1,1,30,False,True,10.0,Low,low
Rue Chanoinesse,residential,4,1,30,False,True,10.0,Low,high
Rue Massillon,residential,1,1,30,False,True,10.0,Low,high
Rue des Ursins,residential,1,1,30,False,True,10.0,Low,high
Rue des Chantres,residential,1,1,30,False,True,10.0,Low,high
Rue de la Colombe,residential,2,1,30,False,True,10.0,Low,high
Rue Jean Tison,residential,1,1,30,False,True,10.0,Low,medium
Rue Georges Thill,residential,1,1,30,False,True,10.0,Low,medium
Impasse du Curé,residential,1,1,30,False,True,10.0,Low,medium
Rue Sibour,residential,3,1,30,False,True,10.0,Low,medium
Rue Émilio Castelar,residential,1,1,30,False,True,10.0,Low,medium
Rue du Cloître Saint-Merri,residential,1,1,30,False,True,10.0,Low,medium
Rue des Pruniers,residential,1,1,30,False,True,10.0,Low,high
Rue des Plâtrières,residential,1,1,30,False,True,10.0,Low,medium
Rue Alfred Fouillée,residential,2,1,30,False,True,10.0,Low,medium
Allée Fernand Léger,residential,1,1,30,False,True,10.0,Low,low
Rue Jules Cousin,residential,1,1,30,False,True,10.0,Low,medium
Rue Borda,residential,1,1,30,False,True,10.0,Low,medium
Rue de Normandie,residential,2,1,30,False,True,10.0,Low,medium
Rue de Pouy,residential,1,1,30,False,True,10.0,Low,high
Rue Lauzin,residential,3,1,30,False,True,10.0,Low,medium
Rue Nicolas Taunay,residential,1,1,30,False,True,10.0,Low,medium
Square de Luynes,residential,1,1,30,False,True,10.0,Low,medium
Square Max Hymans,residential,1,1,30,False,True,10.0,Low,low
Rue de Verneuil,residential,1,1,30,False,True,10.0,Low,medium
Impasse Lamier,residential,1,1,30,False,True,10.0,Low,medium
Impasse de Mont-Louis,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Annam,residential,2,1,30,False,True,10.0,Low,medium
Passage de la Bonne Graine,residential,1,1,30,False,True,10.0,Low,medium
Rue Cesselin,residential,1,1,30,False,True,10.0,Low,medium
Rue Froment,residential,2,1,30,False,True,10.0,Low,medium
Passage Bullourde,residential,1,1,30,False,True,10.0,Low,medium
Passage Salarnier,residential,1,1,30,False,True,10.0,Low,medium
Rue Gaby Sylvia,residential,1,1,30,False,True,10.0,Low,medium
Allée Verte,residential,1,1,30,False,True,10.0,Low,high
Rue Félix Voisin,residential,1,1,30,False,True,10.0,Low,medium
Rue du Moulin-Joly,residential,2,1,30,False,True,10.0,Low,medium
Place d'Acadie,residential,1,1,30,False,True,10.0,Low,medium
Quai de Metz,residential,1,1,30,False,True,10.0,Low,medium
Rue Perrée,residential,2,1,30,False,True,10.0,Low,medium
Passage de l'Atlas,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Néva,residential,1,1,30,False,True,10.0,Low,medium
Rue René Robin,residential,1,1,30,False,True,10.0,Low,medium
Rue Poissonnière,residential,1,1,30,False,True,10.0,Low,medium
Rue Civiale,residential,2,1,30,False,True,10.0,Low,medium
Passage Louis-Philippe,residential,4,1,30,False,True,10.0,Low,medium
Rue de Quatrefages,residential,3,1,30,False,True,10.0,Low,medium
Rue du Puits de l'Ermite,residential,1,1,30,False,True,10.0,Low,medium
Rue du Loing,residential,1,1,30,False,True,10.0,Low,medium
Rue Paul Albert,residential,2,1,30,False,True,10.0,Low,medium
Rue Cochin,residential,1,1,30,False,True,10.0,Low,medium
Rue Grégoire de Tours,residential,1,1,30,False,True,10.0,Low,medium
Rue de Cluny,residential,1,1,30,False,True,10.0,Low,medium
Passage des Saint-Simoniens,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Avenir,residential,2,1,30,False,True,10.0,Low,low
Rue de la Saône,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Croix Jarry,residential,1,1,30,False,True,10.0,Low,medium
Villa Montcalm,residential,1,1,30,False,True,10.0,Low,low
Villa Amélie,residential,1,1,30,False,True,10.0,Low,medium
Avenue du Nouveau Conservatoire,residential,1,1,30,False,True,10.0,Low,low
Passage Larousse,residential,2,1,30,False,True,10.0,Low,medium
Impasse Césaire,residential,1,1,30,False,True,10.0,Low,low
Rue Jacques Prévert,residential,3,1,30,False,True,10.0,Low,low
Cité Falguière,residential,1,1,30,False,True,10.0,Low,medium
Cité Chaptal,residential,1,1,30,False,True,10.0,Low,medium
Rue Meslay,residential,1,1,30,False,True,10.0,Low,medium
Impasse Molin,residential,1,1,30,False,True,10.0,Low,medium
Rue Buzelin,residential,1,1,30,False,True,10.0,Low,medium
Passage Piver,residential,1,1,30,False,True,10.0,Low,medium
Impasse Piver,residential,1,1,30,False,True,10.0,Low,medium
Impasse Morlet,residential,1,1,30,False,True,10.0,Low,low
Rue des Fillettes,residential,1,1,30,False,True,10.0,Low,medium
Rue Paulette Jacquier,residential,2,1,30,False,True,10.0,Low,high
Avenue du Coq,residential,1,1,30,False,True,10.0,Low,low
Rue de la Montagne Sainte-Geneviève,residential,8,1,30,False,True,10.0,Low,medium
Rue du Docteur Ménard,residential,1,1,30,False,True,10.0,Low,low
Impasse Pers,residential,1,1,30,False,True,10.0,Low,medium
Avenue Hélène Édeline,residential,3,1,30,False,True,10.0,Low,medium
Rue Mansart,residential,1,1,30,False,True,10.0,Low,medium
Impasse Louise-Émilie de La Tour d'Auvergne,residential,1,1,30,False,True,10.0,Low,medium
Rue André Gill,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Espérance,residential,1,1,30,False,True,10.0,Low,high
Rue des Orteaux,residential,2,1,30,False,True,10.0,Low,medium
Cour des Petites Écuries,residential,1,1,30,False,True,10.0,Low,medium
Rue Jacquard,residential,1,1,30,False,True,10.0,Low,medium
Rue René Villermé,residential,1,1,30,False,True,10.0,Low,medium
Rue Eugène Pelletan,residential,2,1,30,False,True,10.0,Low,medium
Résidence Jacques Balmat,residential,1,1,30,False,True,10.0,Low,medium
Place Maurice de Fontenay,residential,1,1,30,False,True,10.0,Low,medium
Rue de Montmorency,residential,1,1,15,False,True,10.0,Low,medium
Impasse Erard,residential,1,1,30,False,True,10.0,Low,low
Rue Jorge Semprún,residential,3,1,30,False,True,10.0,Low,medium
Rue Lahire,residential,1,1,30,False,True,10.0,Low,medium
Rue Henri Michaux,residential,1,1,30,False,True,10.0,Low,high
Rue Vandrezanne,residential,2,1,30,False,True,10.0,Low,medium
Villa des Gobelins,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Brèche aux Loups,residential,7,1,30,False,True,10.0,Low,medium
Rue du Conventionnel Chiappe,residential,1,1,30,False,True,10.0,Low,medium
Rue Annie Girardot,residential,2,1,30,False,True,10.0,Low,medium
Rue Hélène Jakubowicz,residential,1,1,10,False,True,10.0,Low,medium
Rue Gaston Couté,residential,1,1,30,False,True,10.0,Low,medium
Rue du Square Carpeaux,residential,2,1,30,False,True,10.0,Low,medium
Rue Martin Bernard,residential,1,1,30,False,True,10.0,Low,high
Rue Salomon de Caus,residential,1,1,30,False,True,10.0,Low,medium
Rue des Glycines,residential,3,1,30,False,True,10.0,Low,medium
Rue des Volubilis,residential,1,1,30,False,True,10.0,Low,medium
Rue des Orchidées,residential,2,1,30,False,True,10.0,Low,medium
Square des Mimosas,residential,1,1,30,False,True,10.0,Low,medium
Rue Charbonnel,residential,1,1,30,False,True,10.0,Low,medium
Rue Guyton de Morveau,residential,3,1,30,False,True,10.0,Low,medium
Rue Dalayrac,residential,1,1,30,False,True,10.0,Low,medium
Rue Keufer,residential,1,1,30,False,True,10.0,Low,high
Rue Thomire,residential,2,1,30,False,True,10.0,Low,medium
Rue Berbier-du-Mets,residential,7,1,30,False,True,10.0,Low,medium
Rue Gustave Geffroy,residential,1,1,30,False,True,10.0,Low,medium
Rue Magendie,residential,1,1,30,False,True,10.0,Low,medium
Rue des Tanneries,residential,1,1,30,False,True,10.0,Low,medium
Passage Foubert,residential,1,1,30,False,True,10.0,Low,medium
Rue Cavendish,residential,1,1,30,False,True,10.0,Low,medium
Rue Gutenberg,residential,1,1,30,False,True,10.0,Low,medium
Rue Gervex,residential,1,1,30,False,True,10.0,Low,medium
Avenue Daniel Lesueur,residential,1,1,30,False,True,10.0,Low,medium
Place de la Victoire du 8 Mai 1945,residential,1,1,30,False,True,10.0,Low,low
Rue Le Dantec,residential,1,1,30,False,True,10.0,Low,high
Villa d'Orléans,residential,1,1,30,False,True,10.0,Low,medium
Rue Bervic,residential,1,1,30,False,True,10.0,Low,medium
Rue Leclerc,residential,1,1,30,False,True,10.0,Low,high
Allée des Tanneurs,residential,1,1,30,False,True,10.0,Low,low
Rue Domat,residential,1,1,30,False,True,10.0,Low,medium
Passage du Manège,residential,1,1,30,False,True,10.0,Low,low
Impasse des Rigaunes,residential,1,1,30,False,True,10.0,Low,medium
Avenue Émile-Boutroux,residential,4,1,30,False,True,10.0,Low,medium
Passage du Sud,residential,2,1,30,False,True,10.0,Low,medium
Rue Garreau,residential,1,1,30,False,True,10.0,Low,medium
Rue Léo Frankel,residential,1,1,30,False,True,10.0,Low,medium
Rue du Stade Municipal,residential,2,1,30,False,True,10.0,Low,low
Rue Messier,residential,1,1,30,False,True,10.0,Low,medium
Rue Henri Gautherot,residential,1,1,30,False,True,10.0,Low,medium
Rue Sivel,residential,1,1,30,False,True,10.0,Low,medium
Rue Léon-Maurice Nordmann,residential,1,1,30,False,True,10.0,Low,medium
Allée de la Chocolaterie,residential,3,1,30,False,True,10.0,Low,low
Passage Gauthier,residential,1,1,30,False,True,10.0,Low,high
Rue du Roi de Sicile,residential,1,1,30,False,True,10.0,Low,medium
Passage Binder,residential,1,1,30,False,True,10.0,Low,medium
Passage Dubois,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Plaine,residential,1,1,30,False,True,10.0,Low,medium
Rue des Cottages,residential,1,1,30,False,True,10.0,Low,medium
Rue de Cambo,residential,1,1,30,False,True,10.0,Low,medium
Villa Compoint,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Interne Loëb,residential,1,1,30,False,True,10.0,Low,medium
Rue Zadkine,residential,1,1,30,False,True,10.0,Low,medium
Place Auguste Métivier,residential,1,1,30,False,True,10.0,Low,high
Place André Zirnheld,residential,1,1,30,False,True,10.0,Low,medium
Cité de l'Ameublement,residential,1,1,30,False,True,10.0,Low,medium
Villa Le Marin,residential,1,1,30,False,True,10.0,Low,low
Villa Montplaisir,residential,3,1,30,False,True,10.0,Low,low
Impasse Saint-Alphonse,residential,1,1,30,False,True,10.0,Low,low
Rue Robert Marchand,residential,1,1,30,False,True,10.0,Low,low
Villa Méridienne,residential,1,1,30,False,True,10.0,Low,medium
Villa Soutine,residential,1,1,30,False,True,10.0,Low,medium
Place Bienvenüe,residential,1,1,30,False,True,10.0,Low,high
Rue Jean Nohain,residential,1,1,30,False,True,10.0,Low,medium
Place Casadesus,residential,1,1,30,False,True,10.0,Low,medium
Rue des Haies,residential,1,1,30,False,True,10.0,Low,medium
Rue Fondary,residential,1,1,30,False,True,10.0,Low,medium
Rue des Carrières,residential,1,1,30,False,True,10.0,Low,low
Rue du Petit Bois,residential,2,1,30,False,True,10.0,Low,low
Avenue Flora Tristan,residential,1,1,30,False,True,10.0,Low,medium
Rue des Cascades,residential,2,1,30,False,True,10.0,Low,medium
Rue de la Ferme de Savy,residential,1,1,30,False,True,10.0,Low,low
Rue Françoise Gilot,residential,1,1,30,False,True,10.0,Low,medium
Rue du Borrégo,residential,2,1,30,False,True,10.0,Low,medium
Square des Peupliers,residential,1,1,30,False,True,10.0,Low,medium
Place Monseigneur Loutil,residential,1,1,30,False,True,10.0,Low,medium
Rue Duhesme,residential,2,1,30,False,True,10.0,Low,medium
Rue de la Fontaine du But,residential,1,1,30,False,True,10.0,Low,medium
Rue Danielle Mitterrand,residential,1,1,30,False,True,10.0,Low,medium
Mail des Tilleuls,residential,1,1,30,False,True,10.0,Low,low
Rue Théroigne de Méricourt,residential,1,1,30,False,True,10.0,Low,medium
Rue de Compiègne,residential,1,1,30,False,True,10.0,Low,medium
Rue Duranti,residential,2,1,30,False,True,10.0,Low,medium
Avenue Mahsa Jina Amini,residential,2,1,30,False,True,10.0,Low,medium
Rue Anne-Marie Gilger-Trigon,residential,1,1,30,False,True,10.0,Low,low
Rue Guillaume Bertrand,residential,1,1,30,False,True,10.0,Low,medium
Avenue du Père Lachaise,residential,1,1,30,False,True,10.0,Low,medium
Place Olympe de Gouges,residential,1,1,30,False,True,10.0,Low,medium
Rue Bailleul,residential,1,1,30,False,True,10.0,Low,medium
Rue Charras,residential,1,1,20,False,True,10.0,Low,medium
Impasse Chartière,residential,1,1,30,False,True,10.0,Low,medium
Rue Valette,residential,2,1,30,False,True,10.0,Low,medium
Rue Cujas,residential,1,1,30,False,True,10.0,Low,high
Rue Clotilde,residential,1,1,30,False,True,10.0,Low,medium
Rue Burnouf,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Planche,residential,1,1,30,False,True,10.0,Low,medium
Rue Rouget de Lisle,residential,1,1,30,False,True,10.0,Low,medium
Rue Malte-Brun,residential,1,1,30,False,True,10.0,Low,medium
Rue du Cloître Notre-Dame,residential,1,1,30,False,True,10.0,Low,high
Place Paul et Marcelle Vergara,residential,1,1,30,False,True,10.0,Low,medium
Place Adolphe Max,residential,1,1,30,False,True,10.0,Low,medium
Place Émile Landrin,residential,1,1,30,False,True,10.0,Low,medium
Rue des Grands Champs,residential,1,1,30,False,True,10.0,Low,medium
Rue Victor Cousin,residential,1,1,30,False,True,10.0,Low,medium
Rue Marcelin Berthelot,residential,2,1,30,False,True,10.0,Low,medium
Rue Beautreillis,residential,1,1,30,False,True,10.0,Low,medium
Rue de Trévise,residential,1,1,30,False,True,10.0,Low,medium
Allée du Colonel Arnaud Beltrame,residential,1,1,10,False,True,10.0,Low,high
Rue du Père Teilhard de Chardin,residential,1,1,30,False,True,10.0,Low,medium
Rue Moreau,residential,3,1,30,False,True,10.0,Low,medium
Passage de Pékin,residential,1,1,30,False,True,10.0,Low,low
Rue Severo,residential,1,1,30,False,True,10.0,Low,medium
Cité du Figuier,residential,1,1,30,False,True,10.0,Low,low
Rue Gerda Taro,residential,1,1,30,False,True,10.0,Low,medium
Rue Saint-Mathieu,residential,1,1,30,False,True,10.0,Low,medium
Avenue Stephen Pichon,residential,1,1,30,False,True,10.0,Low,medium
Rue George Balanchine,residential,1,1,30,False,True,10.0,Low,medium
Rue de Châtillon,residential,1,1,30,False,True,10.0,Low,high
Rue Chaptal,residential,1,1,30,False,True,10.0,Low,medium
Rue Lebouteux,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Oran,residential,1,1,30,False,True,10.0,Low,medium
Rue des Bourdonnais,residential,1,1,30,False,True,10.0,Low,medium
Rue du Sommerard,residential,2,1,30,False,True,10.0,Low,low
Rue de Cherbourg,residential,1,1,30,False,True,10.0,Low,medium
Parvis Abdelkader Mesli,residential,1,1,30,False,True,10.0,Low,medium
Impasse de l'Église,residential,2,1,30,False,True,10.0,Low,medium
Rue Rampal,residential,1,1,30,False,True,10.0,Low,medium
Rue Bréguet,residential,2,1,30,False,True,10.0,Low,medium
Rue du Docteur Bourneville,residential,1,1,30,False,True,10.0,Low,medium
Rue Émile Richard,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Épée de Bois,residential,1,1,30,False,True,10.0,Low,medium
Rue Émile Deslandres,residential,1,1,30,False,True,10.0,Low,medium
Passage Delessert,residential,1,1,30,False,True,10.0,Low,medium
Rue Sylvia Plath,residential,1,1,30,False,True,10.0,Low,low
Avenue Frida Kahlo,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Odessa,residential,1,1,20,False,True,10.0,Low,high
Rue Mathis,residential,1,1,30,False,True,10.0,Low,medium
Rue René Villars,residential,1,1,30,False,True,10.0,Low,high
Rue Miollis,residential,4,1,30,False,True,9.8,Low,medium
Rue Saint-Sébastien,unclassified,6,1,30,False,True,9.8,Low,medium
Rue de Prony,residential,7,2,30,True,True,9.7,Low,medium
Rue Saint-Yves,residential,5,1,30,False,True,9.6,Low,medium
Rue des Aqueducs,residential,5,1,30,False,True,9.6,Low,low
Rue Marbeuf,residential,4,1,30,False,True,9.5,Low,medium
Rue du Charolais,residential,9,2,30,False,True,9.4,Low,high
Rue des Rondeaux,residential,3,1,30,False,True,9.3,Low,medium
Rue Bayard,unclassified,3,1,30,False,True,9.3,Low,medium
Rue Watt,residential,6,1,30,False,True,9.3,Low,medium
Rue Bézout,residential,5,1,30,False,True,9.2,Low,medium
